#pt	totcs	totdirect	directLO	directNLO	totfrag	fragLO	err_fragLO	fragNLO	err_fragNLO	errmess
0.50000000000000000	111040656.92073205	-9752646.3724631295	10967296.530086894	-20719942.902550027	120793303.29319519	45455332.235928014	-1	75337971.057267174	-1	Error
0.75000000000000000	15546917.730529591	229686.07948361617	2648326.9698674474	-2418640.8903838312	15317231.651045974	5923341.9865687191	-1	9393889.6644772552	-1	Error
1.0000000000000000	3585782.0574850608	399156.69865899044	806953.24101818574	-407796.54235919577	3186625.3588260706	1264953.5705299624	-1	1921671.7882961081	-1	Error
1.2500000000000000	1134333.6865181834	216679.86064707115	297865.61669920722	-81185.756052136028	917653.82587111229	370464.31548417656	-1	547189.51038693567	-1	Error
1.5000000000000000	438728.48885465320	111635.69621085812	126718.37883391498	-15082.682623056851	327092.79264379508	133683.61886080349	-1	193409.17378299159	-1	Error
1.7500000000000000	195312.14455982368	59617.330973899225	60184.601062080343	-567.27008818112654	135694.81358592445	55840.658175351098	-1	79854.155410573352	-1	Error
2.0000000000000000	96751.274673778127	33377.522099416361	31099.403082545632	2278.1190168707267	63373.752574361766	26153.748701815763	-1	37220.003872546004	-1	Error
2.2500000000000000	51815.374682654132	19553.691639053497	17180.147514858647	2373.5441241948479	32261.683043600638	13327.294943203733	-1	18934.388100396907	-1	Error
2.5000000000000000	29485.064108402919	11928.407850758353	10018.921673966384	1909.4861767919665	17556.656257644569	7259.0671251132135	-1	10297.589132531355	-1	Error
2.7500000000000000	17564.914801411207	7540.7027676428006	6110.8640851729351	1429.8386824698650	10024.212033768405	4174.0698566388619	-1	5850.1421771295427	-1	Error
3.0000000000000000	10951.061504973182	4917.2176889019565	3870.2537109416617	1046.9639779602951	6033.8438160712249	2510.5126662760972	-1	3523.3311497951277	-1	Error
3.2500000000000000	7064.4797914311075	3294.9621831018685	2531.1381336684672	763.82404943340009	3769.5176083292395	1568.6989560855848	-1	2200.8186522436545	-1	Error
3.5000000000000000	4696.8109490638490	2261.4403387370648	1701.8425185403376	559.59782019672741	2435.3706103267846	1012.5264870371275	-1	1422.8441232896571	-1	Error
3.7500000000000000	3204.9009683576182	1585.5238684208039	1172.2354655636898	413.28840285711465	1619.3770999368144	672.05285443075968	-1	947.32424550605469	-1	Error
4.0000000000000000	2235.9085815312355	1132.7815024139218	824.72101800513974	308.06048440878220	1103.1270791173135	457.14976410693879	-1	645.97731501037470	-1	OK
4.2500000000000000	1591.0560943788241	823.10274615330013	591.21497226381507	231.88777388948472	767.95334822552388	317.68184018671531	-1	450.27150803880858	-1	OK
4.5000000000000000	1151.7456378367083	607.24420432768250	430.96336156944983	176.28084275823267	544.50143350902567	224.99919928197312	-1	319.50223422705255	-1	OK
4.7500000000000000	847.11113863161700	454.15623582385251	318.88999494701596	135.26624087683660	392.95490280776443	162.09067199877737	-1	230.86423080898706	-1	OK
5.0000000000000000	631.80029433333129	343.94389594281620	239.18119264751752	104.76270329529868	287.85639839051515	118.56658205985320	-1	169.28981633066195	-1	OK
5.2500000000000000	477.34650384983490	263.45205761384943	181.60738747707862	81.844670136770858	213.89444623598550	87.927968999643682	-1	125.96647723634182	-1	OK
5.5000000000000000	364.83134946903743	203.89363715124097	139.43767722659746	64.455959924643537	160.93771231779647	66.023901624782027	-1	94.913810693014440	-1	OK
5.7500000000000000	281.81472836770035	159.31803897119278	108.15847750810110	51.159561463091656	122.49668939650755	50.144181869022617	-1	72.352507527484931	-1	OK
6.0000000000000000	219.81908726553780	125.58511169174776	84.683496538961393	40.901615152786356	94.233975573790033	38.482774269449088	-1	55.751201304340945	-1	OK
6.2500000000000000	172.98492315504271	99.796347490862885	66.875087560862639	32.921259930000254	73.188575664179822	29.818881646121376	-1	43.369694018058446	-1	OK
6.5000000000000000	137.20467536201562	79.897374975217161	53.232456786656975	26.664918188560176	57.307300386798474	23.279964046006743	-1	34.027336340791734	-1	OK
6.7500000000000000	109.67703765911428	64.418239831153926	42.686726394813306	21.731513436340624	45.258797827960350	18.322291332062747	-1	26.936506495897603	-1	OK
7.0000000000000000	88.288472378114093	52.274649042284118	34.464080908063885	17.810568134220226	36.013823335829976	14.552483141937683	-1	21.461340193892291	-1	OK
7.2500000000000000	71.538898083599065	42.675808725357442	28.002259249973410	14.673549475384029	28.863089358241616	11.640814821623376	-1	17.222274536618240	-1	OK
7.5000000000000000	58.324360312749171	35.037244834877299	22.887465689785593	12.149779145091708	23.287115477871872	9.3718666623881148	-1	13.915248815483757	-1	OK
7.7500000000000000	47.824667510220252	28.920467013066155	18.811231678828864	10.109235334237288	18.904200497154100	7.5939107243743766	-1	11.310289772779724	-1	OK
8.0000000000000000	39.414017653060775	23.990305769729606	15.541269416904857	8.4490363528247503	15.423711883331171	6.1892755077891541	-1	9.2344363755420176	-1	OK
8.2500000000000000	32.647859899000693	19.992537367059555	12.902126991136491	7.0904103759230637	12.655322531941138	5.0717977800834770	-1	7.5835247518576612	-1	OK
8.5000000000000000	27.175800598237124	16.735022302831251	10.760539181533986	5.9744831212972631	10.440778295405876	4.1772560568186661	-1	6.2635222385872096	-1	OK
8.7500000000000000	22.719063951704392	14.066987105921243	9.0132804661176191	5.0537066398036226	8.6520768457831494	3.4570099404423318	-1	5.1950669053408181	-1	OK
9.0000000000000000	19.074786698194703	11.870806257348725	7.5804904334955525	4.2903158238531747	7.2039804408459780	2.8739320403353363	-1	4.3300484005106412	-1	OK
9.2500000000000000	16.079612346993777	10.054410985571927	6.3999163238940477	3.6544946616778793	6.0252013614218489	2.3994030392303882	-1	3.6257983221914607	-1	OK
