#pT 0
0.50000000000000000 161694000
0.75000000000000000 58889100
1.0000000000000000 20392000
1.2500000000000000 8440430
1.5000000000000000 3919830
1.7500000000000000 2.01305e+06
2.0000000000000000 1122610
2.2500000000000000 666268
2.5000000000000000 418915
2.7500000000000000 274369
3.0000000000000000 185878
3.2500000000000000 129648
3.5000000000000000 92735.5
3.7500000000000000 67844.7
4.0000000000000000 50564.1
4.2500000000000000 38318.3
4.5000000000000000 29436.7
4.7500000000000000 22933.2
5.0000000000000000 17927.5
5.2500000000000000 14291.2
5.5000000000000000 11523
5.7500000000000000 9349.7
6.0000000000000000 7656.63
6.2500000000000000 6318.89
6.5000000000000000 5251.36
6.7500000000000000 4392.34
7.0000000000000000 3697.75
7.2500000000000000 3129.64
7.5000000000000000 2662.75
7.7500000000000000 2276.45
8.0000000000000000 1954.33
8.2500000000000000 1685.71
8.5000000000000000 1460.04
8.7500000000000000 1268.95
9.0000000000000000 1107.36
9.2500000000000000 969.704
9.5000000000000000 851.983
9.7500000000000000 750.85
10.000000000000000 663.685
10.250000000000000 588.321
10.500000000000000 522.932
10.750000000000000 466.02
11.000000000000000 416.304
11.250000000000000 372.454
11.500000000000000 334.251
11.750000000000000 300.609
12.000000000000000 270.915
12.250000000000000 244.655
12.500000000000000 221.36
12.750000000000000 200.57
13.000000000000000 182.13
13.250000000000000 165.667
13.500000000000000 150.938
13.750000000000000 137.736
14.000000000000000 125.88
14.250000000000000 115.216
14.500000000000000 105.607
14.750000000000000 96.9334
15.000000000000000 89.0947
15.250000000000000 81.9952
15.500000000000000 75.5563
15.750000000000000 69.7076
16.000000000000000 64.3875
16.250000000000000 59.5414
16.500000000000000 55.1204
16.750000000000000 51.0829
17.000000000000000 47.3905
17.250000000000000 44.0101
17.500000000000000 40.9101
17.750000000000000 38.0662
18.000000000000000 35.4534
18.250000000000000 33.0498
18.500000000000000 30.8366
18.750000000000000 28.7965
19.000000000000000 26.914
19.250000000000000 25.1751
19.500000000000000 23.5669
19.750000000000000 22.0793
20.000000000000000 20.7012
